,timestamp,disk_id,model,failure,r_sectors,u_errors,n_b_written,command_timeout,current_pending_sector_count,uncorrectable_sector_count
17453397,2019-05-06,ZA1814SY,ST8000NM0055,1.0,0.0,3.0,46086688664.0,0.0,72.0,72.0
17458826,2019-05-22,ZA1814T9,ST8000NM0055,1.0,48.0,3.0,47221433656.0,0.0,8.0,8.0
17461894,2021-11-28,ZA1814TR,ST8000NM0055,1.0,8.0,0.0,75472494616.0,0.0,0.0,0.0
17499041,2020-11-22,ZA1814W1,ST8000NM0055,1.0,8.0,38.0,64591858440.0,0.0,48.0,48.0
17538714,2018-11-20,ZA18152B,ST8000NM0055,1.0,0.0,0.0,39765892608.0,8590065666.0,0.0,0.0
17563313,2022-06-19,ZA181559,ST8000NM0055,1.0,8.0,0.0,77991788040.0,0.0,0.0,0.0
17564777,2022-01-06,ZA18155G,ST8000NM0055,1.0,22400.0,28.0,78405092056.0,0.0,8.0,8.0
17597423,2022-01-16,ZA18156D,ST8000NM0055,1.0,32880.0,138.0,78149602064.0,0.0,0.0,0.0
17609980,2020-12-11,ZA18156T,ST8000NM0055,1.0,8.0,0.0,63943458504.0,8590065666.0,0.0,0.0
17672912,2019-08-09,ZA1815AA,ST8000NM0055,1.0,0.0,0.0,48337514000.0,0.0,0.0,0.0
17711834,2021-04-06,ZA1815BM,ST8000NM0055,1.0,10328.0,3.0,66862366272.0,8590065666.0,0.0,0.0
17733613,2019-04-04,ZA1815CD,ST8000NM0055,1.0,0.0,6.0,43809814864.0,0.0,16.0,16.0
17735973,2019-12-28,ZA1815CF,ST8000NM0055,1.0,16.0,0.0,54734339000.0,0.0,0.0,0.0
17739059,2021-12-14,ZA1815CK,ST8000NM0055,1.0,4320.0,0.0,71545404976.0,0.0,8.0,8.0
17749844,2020-07-30,ZA1815CT,ST8000NM0055,1.0,128.0,0.0,62489271584.0,0.0,0.0,0.0
17796716,2020-07-31,ZA1815EF,ST8000NM0055,1.0,0.0,4.0,60252478480.0,0.0,16.0,16.0
17818804,2020-02-06,ZA1815LG,ST8000NM0055,1.0,10744.0,26.0,58099130048.0,0.0,0.0,0.0
17829297,2019-10-23,ZA1815XB,ST8000NM0055,1.0,144.0,0.0,53540369904.0,0.0,0.0,0.0
17833543,2020-08-27,ZA18160S,ST8000NM0055,1.0,0.0,0.0,62223735888.0,0.0,0.0,0.0
17842342,2019-08-31,ZA18166B,ST8000NM0055,1.0,16.0,0.0,50891362216.0,0.0,0.0,0.0
17851324,2020-02-20,ZA18168F,ST8000NM0055,1.0,960.0,1.0,55885696888.0,0.0,0.0,0.0
17864815,2019-01-22,ZA1816BZ,ST8000NM0055,1.0,0.0,0.0,43082420816.0,0.0,0.0,0.0
17869054,2020-08-21,ZA1816CT,ST8000NM0055,1.0,1846.0,17.0,63725179216.0,0.0,0.0,0.0
17871426,2020-01-05,ZA1816DH,ST8000NM0055,1.0,0.0,0.0,55668637472.0,0.0,0.0,0.0
17887527,2021-09-02,ZA1816VE,ST8000NM0055,1.0,0.0,0.0,73813106680.0,0.0,0.0,0.0
17895078,2020-09-23,ZA1816WJ,ST8000NM0055,1.0,8.0,0.0,64344371408.0,0.0,0.0,0.0
17925996,2021-11-13,ZA18171G,ST8000NM0055,1.0,0.0,3.0,76446712720.0,0.0,8.0,8.0
17993002,2021-10-29,ZA1817HG,ST8000NM0055,1.0,8.0,9.0,76140636720.0,0.0,24.0,24.0
18023274,2020-01-12,ZA1817N8,ST8000NM0055,1.0,0.0,41.0,55116222144.0,4295032833.0,8.0,8.0
18074486,2019-01-18,ZA18183R,ST8000NM0055,1.0,16.0,0.0,43193499024.0,0.0,0.0,0.0
18085635,2021-08-05,ZA18185Y,ST8000NM0055,1.0,30608.0,31.0,72095676416.0,0.0,0.0,0.0
18097695,2019-08-09,ZA18189Z,ST8000NM0055,1.0,280.0,0.0,50552243896.0,0.0,0.0,0.0
18108229,2019-11-26,ZA1818AM,ST8000NM0055,1.0,9.0,0.0,53775637120.0,0.0,72.0,72.0
18124595,2022-06-04,ZA1818B4,ST8000NM0055,1.0,28928.0,105.0,81141280344.0,0.0,0.0,0.0
18135648,2021-04-30,ZA1818BG,ST8000NM0055,1.0,26432.0,27.0,69929314936.0,0.0,8.0,8.0
18142860,2019-10-14,ZA1818BX,ST8000NM0055,1.0,24.0,5.0,52532170616.0,0.0,16.0,16.0
18147437,2021-07-22,ZA1818C3,ST8000NM0055,1.0,10968.0,11.0,73018592304.0,0.0,32.0,32.0
18157207,2022-04-19,ZA1818C9,ST8000NM0055,1.0,96.0,0.0,76540859288.0,0.0,0.0,0.0
18157612,2019-02-10,ZA1818CA,ST8000NM0055,1.0,0.0,0.0,44016157384.0,0.0,248.0,248.0
18160964,2018-03-12,ZA1818CD,ST8000NM0055,1.0,15736.0,46.0,28400514624.0,0.0,8.0,8.0
18183020,2020-01-17,ZA1818CX,ST8000NM0055,1.0,24.0,1.0,56204256088.0,0.0,0.0,0.0
18200915,2022-02-08,ZA1818DC,ST8000NM0055,1.0,16.0,0.0,73252682416.0,0.0,0.0,0.0
18208716,2021-06-01,ZA1818DM,ST8000NM0055,1.0,20249.0,58.0,70418146328.0,0.0,0.0,0.0
18243059,2022-03-13,ZA1818F1,ST8000NM0055,1.0,0.0,0.0,74580207504.0,12885098499.0,0.0,0.0
18246787,2019-03-27,ZA1818F7,ST8000NM0055,1.0,0.0,0.0,43280360368.0,0.0,0.0,0.0
18258715,2019-03-26,ZA1818FT,ST8000NM0055,1.0,0.0,0.0,44092918384.0,0.0,0.0,0.0
18289190,2020-08-03,ZA1818GZ,ST8000NM0055,1.0,44888.0,57.0,63588514240.0,0.0,48.0,48.0
18298597,2021-04-17,ZA1818H6,ST8000NM0055,1.0,0.0,0.0,67124333304.0,0.0,0.0,0.0
18303023,2021-02-15,ZA1818HB,ST8000NM0055,1.0,37536.0,20.0,66669212816.0,0.0,0.0,0.0
18314926,2019-02-24,ZA1818HP,ST8000NM0055,1.0,0.0,15.0,44300728976.0,0.0,24.0,24.0
18319237,2020-10-28,ZA1818HV,ST8000NM0055,1.0,760.0,4.0,66681586224.0,0.0,0.0,0.0
18320038,2020-03-11,ZA1818HX,ST8000NM0055,1.0,0.0,3.0,57175738992.0,0.0,8.0,8.0
18328529,2018-10-18,ZA1818J7,ST8000NM0055,1.0,1368.0,1.0,38810526272.0,0.0,0.0,0.0
18339500,2021-02-03,ZA1818JR,ST8000NM0055,1.0,208.0,3.0,67073172240.0,0.0,0.0,0.0
18340387,2020-06-08,ZA1818JS,ST8000NM0055,1.0,32.0,3.0,61307347440.0,0.0,8.0,8.0
18364493,2021-02-09,ZA1818KE,ST8000NM0055,1.0,4128.0,37.0,67196251032.0,0.0,0.0,0.0
18370460,2020-11-17,ZA1818KM,ST8000NM0055,1.0,16240.0,40.0,65715810616.0,0.0,16.0,16.0
18387844,2020-09-10,ZA1818L7,ST8000NM0055,1.0,35680.0,87.0,63638672128.0,0.0,0.0,0.0
18526103,2019-05-20,ZA1818R3,ST8000NM0055,1.0,2536.0,2.0,46523992008.0,0.0,0.0,0.0
18537960,2019-01-23,ZA1818RN,ST8000NM0055,1.0,0.0,0.0,42687802184.0,0.0,0.0,0.0
18563583,2020-10-20,ZA1818SM,ST8000NM0055,1.0,0.0,0.0,64553724648.0,0.0,0.0,0.0
18586168,2021-06-26,ZA18190Z,ST8000NM0055,1.0,48.0,0.0,71764009576.0,0.0,0.0,0.0
18600546,2021-06-15,ZA18197Y,ST8000NM0055,1.0,4560.0,24.0,70434134656.0,0.0,16.0,16.0
18600912,2019-01-01,ZA18197Z,ST8000NM0055,1.0,29616.0,112.0,39508967720.0,0.0,0.0,0.0
18617837,2019-06-04,ZA18198G,ST8000NM0055,1.0,40.0,0.0,46215007304.0,0.0,0.0,0.0
18713422,2019-04-02,ZA1819BW,ST8000NM0055,1.0,0.0,0.0,45239464064.0,0.0,0.0,0.0
18742625,2021-08-14,ZA1819D0,ST8000NM0055,1.0,104.0,0.0,73364641528.0,0.0,0.0,0.0
18758083,2019-11-20,ZA1819DM,ST8000NM0055,1.0,8.0,0.0,53788073504.0,0.0,0.0,0.0
18767418,2022-02-13,ZA1819DV,ST8000NM0055,1.0,17048.0,46.0,73173284104.0,0.0,0.0,0.0
18768907,2022-01-31,ZA1819DX,ST8000NM0055,1.0,14136.0,189.0,78043268688.0,0.0,0.0,0.0
18775680,2018-07-27,ZA1819E3,ST8000NM0055,1.0,0.0,0.0,30699020688.0,0.0,0.0,0.0
18783478,2021-05-21,ZA1819E8,ST8000NM0055,1.0,40.0,0.0,69675505168.0,0.0,0.0,0.0
18784422,2020-08-03,ZA1819E9,ST8000NM0055,1.0,464.0,209.0,62830947816.0,0.0,0.0,0.0
18793531,2020-06-29,ZA1819EP,ST8000NM0055,1.0,27400.0,99.0,62499174592.0,0.0,0.0,0.0
18798927,2019-04-18,ZA1819EY,ST8000NM0055,1.0,7840.0,2.0,45725693624.0,0.0,0.0,0.0
18821369,2021-01-25,ZA1819FP,ST8000NM0055,1.0,46440.0,126.0,65594900808.0,0.0,24.0,24.0
18825096,2019-03-25,ZA1819G2,ST8000NM0055,1.0,0.0,6.0,45055789544.0,0.0,16.0,16.0
18828040,2021-08-03,ZA1819G4,ST8000NM0055,1.0,128.0,3.0,73273521800.0,0.0,8.0,8.0
18847088,2020-09-27,ZA1819GX,ST8000NM0055,1.0,18904.0,38.0,66064821848.0,0.0,0.0,0.0
18854664,2020-10-07,ZA1819HA,ST8000NM0055,1.0,120.0,0.0,63359624608.0,0.0,0.0,0.0
18863325,2019-04-05,ZA1819HK,ST8000NM0055,1.0,0.0,0.0,44171831272.0,0.0,0.0,0.0
18875396,2019-08-16,ZA1819HV,ST8000NM0055,1.0,18856.0,37.0,50536875736.0,0.0,0.0,0.0
18891914,2018-05-04,ZA1819JJ,ST8000NM0055,1.0,0.0,0.0,31205397464.0,0.0,0.0,0.0
18906643,2022-06-03,ZA1819K5,ST8000NM0055,1.0,2232.0,3.0,81846071344.0,0.0,0.0,0.0
18925034,2018-12-20,ZA1819KS,ST8000NM0055,1.0,8.0,0.0,41298646552.0,0.0,0.0,0.0
18991338,2019-11-27,ZA1819N0,ST8000NM0055,1.0,0.0,2.0,52786615416.0,0.0,8.0,8.0
18996457,2018-07-22,ZA1819N5,ST8000NM0055,1.0,40.0,1.0,32057975496.0,0.0,0.0,0.0
19048340,2021-11-04,ZA1819QD,ST8000NM0055,1.0,10984.0,9.0,75456820480.0,0.0,0.0,0.0
19054879,2022-06-04,ZA1819QK,ST8000NM0055,1.0,12392.0,34.0,77843277032.0,0.0,16.0,16.0
19127011,2022-06-10,ZA1819TP,ST8000NM0055,1.0,28720.0,61.0,78400865584.0,0.0,16.0,16.0
19154549,2021-07-22,ZA1819VM,ST8000NM0055,1.0,8794.0,52.0,72006864016.0,0.0,24.0,24.0
19282177,2021-09-02,ZA1819ZZ,ST8000NM0055,1.0,20160.0,52.0,74954876968.0,0.0,8.0,8.0
19283501,2021-08-16,ZA181A00,ST8000NM0055,1.0,0.0,0.0,70729614528.0,0.0,0.0,0.0
19307948,2022-01-20,ZA181A0M,ST8000NM0055,1.0,49336.0,107.0,71414018976.0,0.0,0.0,0.0
19326948,2020-08-08,ZA181A14,ST8000NM0055,1.0,30304.0,65.0,62190926152.0,0.0,0.0,0.0
19412558,2018-11-08,ZA181A3Q,ST8000NM0055,1.0,0.0,0.0,39416353024.0,0.0,0.0,0.0
19484642,2022-03-25,ZA181A68,ST8000NM0055,1.0,14552.0,41.0,74944565152.0,4295032833.0,0.0,0.0
19484919,2018-10-04,ZA181A6A,ST8000NM0055,1.0,8.0,3.0,37773711688.0,0.0,16.0,16.0
19490894,2020-11-24,ZA181A6K,ST8000NM0055,1.0,24704.0,29.0,65950025704.0,0.0,0.0,0.0
19541030,2020-07-21,ZA181A80,ST8000NM0055,1.0,48.0,6.0,63805060576.0,0.0,16.0,16.0
19615123,2018-09-26,ZA181AA1,ST8000NM0055,1.0,1.0,3.0,37629292584.0,0.0,8.0,8.0
19658420,2019-10-16,ZA181ABA,ST8000NM0055,1.0,0.0,0.0,53393599464.0,0.0,40.0,40.0
19705379,2020-11-20,ZA181ECL,ST8000NM0055,1.0,2192.0,1.0,66939940144.0,0.0,0.0,0.0
19753561,2019-10-03,ZA181HSL,ST8000NM0055,1.0,9680.0,16.0,52271361664.0,0.0,0.0,0.0
19773661,2019-03-10,ZA181JB7,ST8000NM0055,1.0,0.0,7.0,44416411480.0,0.0,24.0,24.0
19778269,2021-08-25,ZA181JDA,ST8000NM0055,1.0,7672.0,0.0,74478089624.0,0.0,0.0,0.0
19801700,2019-04-28,ZA181JK1,ST8000NM0055,1.0,1248.0,3.0,46100741088.0,0.0,0.0,0.0
19810800,2020-06-23,ZA181JMH,ST8000NM0055,1.0,16.0,0.0,61888007896.0,0.0,0.0,0.0
19821106,2019-04-15,ZA181K0Y,ST8000NM0055,1.0,0.0,3.0,43932638152.0,0.0,8.0,8.0
19832190,2021-06-07,ZA181KDV,ST8000NM0055,1.0,37745.0,43.0,72373350256.0,0.0,0.0,0.0
19851995,2018-05-17,ZA181KXV,ST8000NM0055,1.0,0.0,0.0,32123868896.0,0.0,0.0,0.0
19894599,2022-06-26,ZA181LFF,ST8000NM0055,1.0,0.0,98.0,81012480232.0,4295032833.0,8.0,8.0
19947277,2018-08-26,ZA18251W,ST8000NM0055,1.0,0.0,0.0,37531653768.0,0.0,0.0,0.0
19966323,2020-10-23,ZA1825LX,ST8000NM0055,1.0,32.0,0.0,67086825760.0,0.0,0.0,0.0
19992234,2022-05-16,ZA182L0T,ST8000NM0055,1.0,16.0,3.0,81528047816.0,0.0,0.0,0.0
20094917,2020-02-07,ZA185R4T,ST8000NM0055,1.0,8.0,3.0,57799540960.0,0.0,8.0,8.0
20107278,2018-01-27,ZA186EAZ,ST8000NM0055,1.0,0.0,0.0,26713856328.0,0.0,0.0,0.0
20156605,2022-04-16,ZA188QP4,ST8000NM0055,1.0,15256.0,66.0,78815671176.0,0.0,0.0,0.0
20158184,2022-04-30,ZA188RB6,ST8000NM0055,1.0,27168.0,44.0,80318648488.0,0.0,0.0,0.0
20185685,2021-07-03,ZA188Z1K,ST8000NM0055,1.0,0.0,0.0,73484325240.0,4295032833.0,0.0,0.0
20186075,2019-01-28,ZA1890DY,ST8000NM0055,1.0,10360.0,2.0,43574604496.0,0.0,0.0,0.0
20194171,2022-03-25,ZA18930Q,ST8000NM0055,1.0,33224.0,132.0,80609319680.0,4295032833.0,8.0,8.0
20244929,2021-10-09,ZA189G1C,ST8000NM0055,1.0,72.0,0.0,77238039440.0,0.0,0.0,0.0
20287550,2018-01-17,ZA189HET,ST8000NM0055,1.0,169.0,11.0,25583153944.0,0.0,128.0,128.0
20365030,2019-04-05,ZA189HT4,ST8000NM0055,1.0,16.0,0.0,45824036792.0,0.0,0.0,0.0
20392047,2020-03-06,ZA189HVC,ST8000NM0055,1.0,0.0,0.0,57868769008.0,0.0,0.0,0.0
20398931,2018-11-26,ZA189HVR,ST8000NM0055,1.0,6952.0,21.0,40182595712.0,0.0,40.0,40.0
20411892,2022-01-30,ZA189HWN,ST8000NM0055,1.0,16.0,0.0,78777495656.0,0.0,0.0,0.0
20441253,2022-02-11,ZA189HZ4,ST8000NM0055,1.0,4936.0,6.0,77656935240.0,0.0,0.0,0.0
20452413,2021-08-20,ZA189HZW,ST8000NM0055,1.0,0.0,0.0,73149892008.0,0.0,0.0,0.0
20554482,2021-11-25,ZA189J6J,ST8000NM0055,1.0,40.0,10.0,76883306544.0,4295491601.0,8.0,8.0
20581955,2021-06-05,ZA189J8H,ST8000NM0055,1.0,8528.0,24.0,70230206408.0,0.0,0.0,0.0
20626874,2019-11-04,ZA189JB2,ST8000NM0055,1.0,0.0,0.0,53320077752.0,0.0,0.0,0.0
20628325,2021-12-24,ZA189JB8,ST8000NM0055,1.0,8.0,0.0,77365769504.0,0.0,0.0,0.0
20643027,2022-05-13,ZA189JBR,ST8000NM0055,1.0,42856.0,39.0,80981894872.0,0.0,24.0,24.0
20647085,2020-02-21,ZA189JC0,ST8000NM0055,1.0,0.0,0.0,57919546344.0,4295032843.0,0.0,0.0
20650043,2021-08-13,ZA189JCA,ST8000NM0055,1.0,160.0,3.0,72157859416.0,0.0,0.0,0.0
20658184,2022-05-07,ZA189JCK,ST8000NM0055,1.0,616.0,1.0,80405261400.0,0.0,0.0,0.0
20674174,2021-05-26,ZA189JDQ,ST8000NM0055,1.0,1.0,3.0,71092564080.0,0.0,0.0,0.0
20736790,2018-12-10,ZA189JLB,ST8000NM0055,1.0,1248.0,9.0,40512143440.0,0.0,0.0,0.0
20761173,2018-09-12,ZA189JN2,ST8000NM0055,1.0,2008.0,0.0,36353742912.0,0.0,0.0,0.0
20793743,2021-12-07,ZA189JR2,ST8000NM0055,1.0,11485.0,51.0,76760988968.0,0.0,0.0,0.0
20832134,2019-12-02,ZA189JVA,ST8000NM0055,1.0,0.0,0.0,54377355912.0,0.0,0.0,0.0
20852087,2019-12-07,ZA189JX6,ST8000NM0055,1.0,56.0,3.0,53929106072.0,0.0,16.0,16.0
20860779,2019-05-14,ZA189JXJ,ST8000NM0055,1.0,1576.0,7.0,46455331768.0,0.0,8.0,8.0
20865313,2021-06-11,ZA189JXX,ST8000NM0055,1.0,144.0,7.0,70903115520.0,0.0,0.0,0.0
20874640,2021-02-07,ZA189JZC,ST8000NM0055,1.0,37464.0,22.0,68077931920.0,0.0,0.0,0.0
20915175,2021-04-22,ZA189K4J,ST8000NM0055,1.0,16.0,0.0,70319448072.0,0.0,0.0,0.0
20955585,2020-12-17,ZA189K6P,ST8000NM0055,1.0,60424.0,105.0,66722619928.0,0.0,0.0,0.0
20956759,2021-03-21,ZA189K6Q,ST8000NM0055,1.0,53976.0,61.0,68961967120.0,0.0,0.0,0.0
20960992,2020-08-14,ZA189K74,ST8000NM0055,1.0,248.0,6.0,62274251760.0,0.0,8.0,8.0
20961945,2019-04-24,ZA189K76,ST8000NM0055,1.0,0.0,0.0,46470923608.0,0.0,0.0,0.0
21017574,2020-03-09,ZA189KBJ,ST8000NM0055,1.0,24800.0,20.0,58403148288.0,0.0,0.0,0.0
21108670,2019-10-23,ZA189MPQ,ST8000NM0055,1.0,40.0,0.0,54372058408.0,0.0,0.0,0.0
21128826,2019-05-06,ZA189S3R,ST8000NM0055,1.0,0.0,0.0,48021013160.0,0.0,0.0,0.0
21181611,2020-03-13,ZA189W00,ST8000NM0055,1.0,11888.0,16.0,58148161256.0,0.0,0.0,0.0
21439693,2019-08-25,ZA189WWC,ST8000NM0055,1.0,168.0,15.0,50049011496.0,0.0,40.0,40.0
21496948,2022-03-17,ZA189X28,ST8000NM0055,1.0,88.0,23.0,79810608000.0,0.0,0.0,0.0
21605796,2019-02-13,ZA189XD8,ST8000NM0055,1.0,0.0,0.0,43316660528.0,0.0,0.0,0.0
21678119,2018-07-31,ZA189XL1,ST8000NM0055,1.0,0.0,0.0,35390532576.0,0.0,0.0,0.0
21709910,2019-10-16,ZA189XNN,ST8000NM0055,1.0,33008.0,16.0,53396158560.0,0.0,0.0,0.0
21718786,2019-11-17,ZA189XP8,ST8000NM0055,1.0,0.0,0.0,53503061096.0,0.0,0.0,0.0
21841679,2019-04-09,ZA189Y1M,ST8000NM0055,1.0,0.0,7.0,46086792880.0,0.0,16.0,16.0
21847914,2021-08-13,ZA189Y2E,ST8000NM0055,1.0,0.0,0.0,73459713288.0,0.0,8.0,8.0
22009808,2019-07-18,ZA18A89Q,ST8000NM0055,1.0,3248.0,32.0,50637144376.0,0.0,0.0,0.0
22063332,2020-12-13,ZA18A9B7,ST8000NM0055,1.0,0.0,0.0,66079199112.0,0.0,0.0,0.0
22083606,2019-08-30,ZA18AAH9,ST8000NM0055,1.0,235.0,93.0,50421422896.0,0.0,1056.0,1056.0
22123511,2019-07-24,ZA18AAR1,ST8000NM0055,1.0,,,,,,
22155344,2019-11-28,ZA18AB4N,ST8000NM0055,1.0,248.0,0.0,55709302960.0,0.0,0.0,0.0
22161776,2022-03-01,ZA18AB8M,ST8000NM0055,1.0,48.0,6.0,82111158816.0,0.0,40.0,40.0
22164498,2020-12-22,ZA18ABGE,ST8000NM0055,1.0,45440.0,85.0,68371226368.0,0.0,0.0,0.0
22165398,2020-06-22,ZA18AC2Z,ST8000NM0055,1.0,7200.0,125.0,60592885008.0,8590065666.0,0.0,0.0
22258488,2021-08-07,ZA18BLF0,ST8000NM0055,1.0,20080.0,59.0,72381918608.0,0.0,0.0,0.0
22287008,2019-10-21,ZA18BLJ1,ST8000NM0055,1.0,1208.0,13.0,52993774104.0,0.0,40.0,40.0
22307382,2019-12-10,ZA18BLN9,ST8000NM0055,1.0,0.0,0.0,53752894784.0,0.0,0.0,0.0
22375900,2021-08-15,ZA18BLTD,ST8000NM0055,1.0,47312.0,153.0,73597417736.0,0.0,0.0,0.0
22482141,2021-09-08,ZA18BM01,ST8000NM0055,1.0,48.0,0.0,74140794424.0,0.0,0.0,0.0
22502680,2020-05-22,ZA18BM12,ST8000NM0055,1.0,8.0,6.0,60142152256.0,0.0,16.0,16.0
22514140,2022-06-17,ZA18BM20,ST8000NM0055,1.0,72.0,0.0,82105723696.0,0.0,0.0,0.0
22640371,2018-02-07,ZA18BTGX,ST8000NM0055,1.0,0.0,0.0,25994046264.0,0.0,0.0,0.0
22682993,2018-04-13,ZA18BTKS,ST8000NM0055,1.0,64.0,0.0,30168843816.0,0.0,0.0,0.0
22709799,2022-05-06,ZA18BTLY,ST8000NM0055,1.0,13392.0,44.0,82962070456.0,0.0,0.0,0.0
22804901,2021-10-30,ZA18BTS8,ST8000NM0055,1.0,0.0,0.0,77133842584.0,4295032833.0,0.0,0.0
22844648,2020-11-10,ZA18BTVW,ST8000NM0055,1.0,27576.0,84.0,66950621824.0,0.0,0.0,0.0
22861712,2019-11-09,ZA18BTXY,ST8000NM0055,1.0,7432.0,3.0,54294928080.0,0.0,16.0,16.0
22906514,2019-07-08,ZA18BV0E,ST8000NM0055,1.0,0.0,84.0,48637941456.0,0.0,8.0,8.0
23026236,2019-04-30,ZA18CD35,ST8000NM0055,1.0,8.0,0.0,20194307157.0,0.0,0.0,0.0
23041581,2019-08-18,ZA18CD5Y,ST8000NM0055,1.0,,,,,,
23091829,2020-12-15,ZA18CDDD,ST8000NM0055,1.0,0.0,0.0,65021446656.0,0.0,0.0,0.0
23119780,2019-07-01,ZA18CDZ5,ST8000NM0055,1.0,192.0,3.0,48052431664.0,0.0,96.0,96.0
23308627,2019-01-06,ZA18CEVN,ST8000NM0055,1.0,32.0,3.0,41614180576.0,0.0,8.0,8.0
23318983,2019-06-08,ZA18CEXC,ST8000NM0055,1.0,16.0,0.0,47417716240.0,0.0,0.0,0.0
23382890,2019-07-10,ZA18DFFK,ST8000NM0055,1.0,0.0,0.0,28709591680.0,0.0,0.0,0.0
23386931,2020-07-16,ZA18GX05,ST8000NM0055,1.0,2144.0,11.0,21067017640.0,0.0,0.0,0.0
23398360,2020-01-10,ZA18T4CF,ST8000NM0055,1.0,928.0,0.0,2013617672.0,8590065666.0,0.0,0.0
23412999,2020-12-26,ZA19QJKK,ST8000NM0055,1.0,32416.0,86.0,38944996800.0,0.0,0.0,0.0
23444815,2021-06-24,ZA1B1N5H,ST8000NM0055,1.0,4.0,0.0,33393799560.0,4295032833.0,0.0,0.0
23457719,2022-05-22,ZA1BC1Q4,ST8000NM0055,1.0,29015.0,19.0,17021283504.0,0.0,320.0,320.0
23460861,2021-08-03,ZA1BHGKE,ST8000NM0055,1.0,61784.0,93.0,35035346872.0,0.0,88.0,88.0
23460963,2022-03-18,ZA1BJB4Q,ST8000NM0055,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23476378,2021-09-06,ZA1BYB2G,ST8000NM0055,1.0,1736.0,11.0,40237882604.0,0.0,8.0,8.0
23476486,2021-10-14,ZA1BYXP8,ST8000NM0055,1.0,0.0,0.0,16469505856.0,0.0,0.0,0.0
23486036,2019-08-30,ZA1CGRE4,ST8000NM0055,1.0,0.0,0.0,19878870432.0,0.0,0.0,0.0
23502528,2021-10-10,ZA1D9CZW,ST8000NM0055,1.0,0.0,0.0,17454838928.0,0.0,0.0,0.0
23514074,2021-02-06,ZA1DFZFA,ST8000NM0055,1.0,624.0,0.0,43561227184.0,0.0,0.0,0.0
23589465,2022-06-28,ZA1FX3T1,ST8000NM0055,1.0,33104.0,22.0,15622447488.0,0.0,64.0,64.0
23590298,2021-07-16,ZA1GA3V4,ST8000NM0055,1.0,0.0,0.0,2103673448.0,0.0,0.0,0.0
23595077,2022-06-12,ZA1HESGQ,ST8000NM0055,1.0,16064.0,80.0,14399488696.0,0.0,48.0,48.0
23601702,2022-03-19,ZA1J9ABM,ST8000NM0055,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23604260,2022-03-25,ZA1JWY0B,ST8000NM0055,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23604785,2022-03-11,ZA1JXEFV,ST8000NM0055,1.0,0.0,0.0,5458880.0,0.0,0.0,0.0
